Author name	Unique Author ID	Paper ID	Coauthors	Year	Venue	Title
jack w. smith	jsmith-7	2745	jack w. smith|a. bayazitoglu|todd r. johnson|kathy a. johnson|n. k. amra	1995	artificial intelligence in medicine	framework system flexibl abduct method problem space paradigm appli antibodi identif biopsi interpret
jack w. smith	jsmith-7	2744	jack w. smith|a. bayazitoglu	1993	artificial intelligence in medicine	explor relationship ration bound ration medic knowledg base system
jack w. smith	jsmith-7	3047	jack w. smith|david m. steier|todd r. johnson	1993	ieee expert	guest editor s introduct
jack w. smith	jsmith-7	3046	jack w. smith|todd r. johnson	1993	ieee expert	stratifi approach specifi design build knowledg system
jack w. smith	jsmith-7	3045	jack w. smith|william f. punch iii|michael c. tanner|john r. josephson	1990	ieee expert	peirc tool experi abduct
jack w. smith	jsmith-7	3050	jack w. smith|jiajie zhang|vimla l. patel|kathy a. johnson|jane t. malin	2002	ieee intelligent systems	design human center distribut inform system
john b. smith	jsmith-8	3078	john b. smith|dana k. smith|eileen kupstas	1993	human-computer interaction	autom protocol analysi
john b. smith	jsmith-8	3829	john b. smith|stephen f. weiss	1987	softw., pract. exper.	format text access randomli
john b. smith	jsmith-8	2793	john b. smith|stephen f. weiss	1988	commun. acm	hypertext introduct special issu
john b. smith	jsmith-8	2168	john b. smith|susan gauch	1988	riao	intellig search full text databas
john b. smith	jsmith-8	4035	john b. smith|susan gauch	1991	acm trans. inf. syst.	search improv automat queri reformul
john b. smith	jsmith-8	841	john b. smith|helen ashman|venkatraman balasubramanian|gary hill|mark bernstein|peter j. nurnberg	1997	hypertext	www hypertext research panel
john b. smith	jsmith-8	318	john b. smith|kevin jeffay|jin-kun lin|j. menges|f. donelson smith	1992	cscw	architectur artifact base collabor system matrix
john b. smith	jsmith-8	210	john b. smith|marcy lansman	1992	chi	design theori base system case studi
john b. smith	jsmith-8	842	john b. smith|mark bernstein|george p. landow|elli mylonas	1996	hypertext	process discoveri hypertext scholarship
john b. smith	jsmith-8	570	john b. smith|wolfgang schuler	1990	echt	author s argument assist aaa hypertext base author tool argument text
john b. smith	jsmith-8	1546	john b. smith	1974	ifip congress	comput gener analogu mental structur languag data
john b. smith	jsmith-8	846	john b. smith	1997	hypertext	king dead long live king keynot
john b. smith	jsmith-8	845	john b. smith|douglas e. shackelford|f. donelson smith	1993	hypertext	architectur implement distribut hypermedia storag system
john b. smith	jsmith-8	848	john b. smith|stephen f. weiss|gordon j. ferguson	1987	hypertext	hypertext write environ cognit basi
john b. smith	jsmith-8	847	john b. smith|f. donelson smith	1991	hypertext	abc hypermedia system artifact base collabor
john b. smith	jsmith-8	2261	john b. smith|stephen f. weiss|gordon j. ferguson	1987	sigir	microarra advanc full text retriev analysi system
john b. smith	jsmith-8	3370	john b. smith|susan gauch	1993	jasis	expert system automat queri reform
john b. smith	jsmith-8	1546	john b. smith	1974	ifip congress	comput gener analogu mental structur languag data
john b. smith	jsmith-8	210	john b. smith|marcy lansman	1992	chi	design theori base system case studi
john b. smith	jsmith-8	3829	john b. smith|stephen f. weiss	1987	softw., pract. exper.	format text access randomli
john b. smith	jsmith-8	848	john b. smith|stephen f. weiss|gordon j. ferguson	1987	hypertext	hypertext write environ cognit basi
john b. smith	jsmith-8	318	john b. smith|kevin jeffay|jin-kun lin|j. menges|f. donelson smith	1992	cscw	architectur artifact base collabor system matrix
jan m. smith	jsmith-9	3539	jan m. smith|thierry coquand|sara sadocco|giovanni sambin	2000	j. symb. log.	formal topolog set order formula
jan m. smith	jsmith-9	3539	jan m. smith|thierry coquand|sara sadocco|giovanni sambin	2000	j. symb. log.	formal topolog set order formula
jan m. smith	jsmith-9	331	jan m. smith	1992	csl	kleen s slash exist valu open term type theori
jan m. smith	jsmith-9	2466	jan m. smith|thierry coquand	1995	types	applic construct complet
jan m. smith	jsmith-9	2860	jan m. smith|kent petersson	1986	comput. lang.	program deriv type theori partit problem
jan m. smith	jsmith-9	3612	jan m. smith	1989	notre dame journal of formal logic	proposit function famili type
jan m. smith	jsmith-9	2467	jan m. smith|tanel tammet	1995	types	optim encod fragment type theori order logic
jan m. smith	jsmith-9	1887	jan m. smith|anne salvesen	1988	lics	strength subset type martin lof s type theori
jan m. smith	jsmith-9	2467	jan m. smith|tanel tammet	1995	types	optim encod fragment type theori order logic
jan m. smith	jsmith-9	3558	jan m. smith|tanel tammet	1998	j. log. comput.	optim encod fragment type theori order logic
jan m. smith	jsmith-9	331	jan m. smith	1992	csl	kleen s slash exist valu open term type theori
jan m. smith	jsmith-9	3541	jan m. smith	1984	j. symb. log.	interpret martin lof s type theori type free theori proposit
jan m. smith	jsmith-9	3612	jan m. smith	1989	notre dame journal of formal logic	proposit function famili type
jan m. smith	jsmith-9	3542	jan m. smith	1988	j. symb. log.	independ peano s fourth axiom martin lof s type theori univers
jan m. smith	jsmith-9	2466	jan m. smith|thierry coquand	1995	types	applic construct complet
jan m. smith	jsmith-9	3023	jan m. smith|thierry coquand|bengt nordstrom|bjorn von sydow	1994	bulletin of the eatcs	type theori program
jan m. smith	jsmith-9	2860	jan m. smith|kent petersson	1986	comput. lang.	program deriv type theori partit problem
kenichiro tanaka	ktanaka-10	2015	kenichiro tanaka|michiharu takemoto|hiroshi sunaga|hiroaki matsumura|eiji shinohara	2002	peer-to-peer computing	ubiquit servic orient network uson approach ubiquit world base pp technolog
kenichiro tanaka	ktanaka-10	1867	kenichiro tanaka|choong seon hong|takeshi yoneda|shinkuro honda|yutaka matsushita	1994	lcn	multimedia commun network architectur model high speed network
katsumi tanaka	ktanaka-1	48	katsumi tanaka|shojiro nishio|yasuo ariki|shinji shimojo|masahiko tsukamoto|masatoshi arikawa|keishi tajima|kaname harumoto	2000	adbis-dasfaa	advanc process environ manag continu semistructur featur multimedia content
katsumi tanaka	ktanaka-1	1079	katsumi tanaka|masatoshi yoshikawa|kozo ishihara	1988	icde	schema virtual object orient databas
katsumi tanaka	ktanaka-1	409	katsumi tanaka|kenji hatano|ryouichi sano|yiwei duan	1999	dasfaa	interact classif web document organ map search engin
katsumi tanaka	ktanaka-1	1087	katsumi tanaka|masatoshi yoshikawa	1988	icdt	abstract complex databas object gener reduct unif set type object extend abstract
katsumi tanaka	ktanaka-1	508	katsumi tanaka|masaki shikata|akiyo nadamoto|kazutoshi sumiya	2002	dexa	mwm retriev automat present manual data mobil termin
katsumi tanaka	ktanaka-1	408	katsumi tanaka|kenji hatano|qing qian	1997	dasfaa	som base inform organ text video data
katsumi tanaka	ktanaka-1	516	katsumi tanaka|koji zettsu|yutaka kidawara	2003	dexa	imag retriev web context fill gap imag keyword usag keyword
katsumi tanaka	ktanaka-1	422	katsumi tanaka|akiyo nadamoto|hiroyuki kondo	2001	dasfaa	webcarrousel restructur web search result passiv view mobil environ
katsumi tanaka	ktanaka-1	407	katsumi tanaka|toshihiko hata|tatsuo hirose|yoshihiro nakanishi	2001	dasfaa	queri multipl perspect video camera metaphor
katsumi tanaka	ktanaka-1	74	katsumi tanaka|koji zettsu|kuniaki uehara	1998	amcp	semant structur video data index
katsumi tanaka	ktanaka-1	498	katsumi tanaka|akiyo nadamoto|hiroyuki kondo	2001	dexa	webcarousel automat present semant restructur web search result mobil environ
katsumi tanaka	ktanaka-1	517	katsumi tanaka|koji zettsu|kuniaki uehara|nobuo kimura	1997	dexa	time stamp author graph video databas
katsumi tanaka	ktanaka-1	1865	katsumi tanaka|kengo koiso|akiyo nadamoto	2000	kyoto international conference on digital libraries	associ present metadata digit archiv object virtual space synchron multimedia content
katsumi tanaka	ktanaka-1	797	katsumi tanaka|yukari shirota|takako hashimoto|akiyo nadamoto|taeko hattori|atsushi iizawa|kazutoshi sumiya	2001	hicss	tv program gener system digest video scene script markup languag
katsumi tanaka	ktanaka-1	1078	katsumi tanaka|n. nishikawa|s. hirayama|k. nanba	1991	icde	queri pair hypertext link
katsumi tanaka	ktanaka-1	1078	katsumi tanaka|n. nishikawa|s. hirayama|k. nanba	1991	icde	queri pair hypertext link
katsumi tanaka	ktanaka-1	424	katsumi tanaka|eitetsu ohmoto	1989	dasfaa	historychart visual languag histor databas
katsumi tanaka	ktanaka-1	425	katsumi tanaka|shinichi ueshima|kazuhiro ohtsuki|jun-ya morishita|qing qian|hiroaki oiso	1995	dasfaa	increment data organ ancient document databas
katsumi tanaka	ktanaka-1	475	katsumi tanaka|yutaka kidawara|kuniaki uehara	1997	dexa	encapsul multimedia content copyright protect mechan distribut object
katsumi tanaka	ktanaka-1	1967	katsumi tanaka|chung le viet|yahiko kambayashi|shuzo yajima	1978	mathematical studies of information processing	file organ suitabl relat databas oper
katsumi tanaka	ktanaka-1	1967	katsumi tanaka|chung le viet|yahiko kambayashi|shuzo yajima	1978	mathematical studies of information processing	file organ suitabl relat databas oper
katsumi tanaka	ktanaka-1	402	katsumi tanaka|takeshi yabe	1999	dante	similar retriev human motion multi stream time seri data
katsumi tanaka	ktanaka-1	2497	katsumi tanaka|chikashi yajima|yoshihiro nakanishi	2002	vdb	queri video data spatio tempor relationship move object trace
katsumi tanaka	ktanaka-1	443	katsumi tanaka|yahiko kambayashi|shuzo yajima	1978	data base design techniques i	problem relat databas design
katsumi tanaka	ktanaka-1	3297	katsumi tanaka|yahiko kambayashi|shuzo yajima	1979	inf. syst.	organ quasi consecut retriev file
katsumi tanaka	ktanaka-1	608	katsumi tanaka|yoshihiro nakanishi|tatsuo hirose	2001	er	model structur multipl perspect video brows
katsumi tanaka	ktanaka-1	2493	katsumi tanaka|toshihiko hata|tatsuo hirose	2000	vdb	skim multipl perspect video tempo spatial import measur
katsumi tanaka	ktanaka-1	684	katsumi tanaka|richard hull|masatoshi yoshikawa	1989	fodo	behavior analysi object orient databas method structur execut tree reachabl extend abstract
katsumi tanaka	ktanaka-1	1079	katsumi tanaka|masatoshi yoshikawa|kozo ishihara	1988	icde	schema virtual object orient databas
katsumi tanaka	ktanaka-1	2546	katsumi tanaka|yahiko kambayashi	1981	vldb	logic integr local independ relat databas distribut databas
katsumi tanaka	ktanaka-1	2656	katsumi tanaka|masaki kamiura|hiroaki oiso|keishi tajima	1997	wwca	spatial view lod base access control vrml object databas
katsumi tanaka	ktanaka-1	3297	katsumi tanaka|yahiko kambayashi|shuzo yajima	1979	inf. syst.	organ quasi consecut retriev file
katsumi tanaka	ktanaka-1	3989	katsumi tanaka|eitetsu oomoto	1993	ieee trans. knowl. data eng.	ovid design implement video object databas system
katsumi tanaka	ktanaka-1	728	katsumi tanaka|qing qian	1992	future databases	level schemata gener link hypertext databas model
katsumi tanaka	ktanaka-1	3111	katsumi tanaka|qing qian|masaaki tanizaki	1995	ieice transactions	abstract inherit hyperlink object orient hypertext databas system textlink gem
katsumi tanaka	ktanaka-1	2531	katsumi tanaka|yahiko kambayashi|shuzo yajima	1977	vldb	relat data languag simplifi binari relat handl capabl
katsumi tanaka	ktanaka-1	282	katsumi tanaka|chung le viet|yahiko kambayashi|shuzo yajima	1979	compsac	abstract characterist data relat databas
katsumi tanaka	ktanaka-1	267	katsumi tanaka|yahiko kambayashi|shuzo yajima	1979	compsac	semant aspect data depend applic relat databas design
katsumi tanaka	ktanaka-1	1902	katsumi tanaka|yahiko kambayashi	1981	mfcs	test join depend preserv modifi chase method
katsumi tanaka	ktanaka-1	536	katsumi tanaka|hiroaki kawagishi|kengo koiso	2000	digital cities	dynam zone retriev landmark comput spatial data
katsumi tanaka	ktanaka-1	250	katsumi tanaka|kengo koiso|takahiro matsumoto|hiroaki kawagishi	1999	codas	infolod landmark brows retriev spatial data
katsumi tanaka	ktanaka-1	504	katsumi tanaka|qiang ma|shinya miyazaki	2001	dexa	webscan discov notifi import chang web site
katsumi tanaka	ktanaka-1	3123	katsumi tanaka|kengo koiso|takehisa mori|hiroaki kawagishi|takahiro matsumoto	2000	int. j. cooperative inf. syst.	infolod landmark spatial present attribut inform comput repres object spatial data
katsumi tanaka	ktanaka-1	281	katsumi tanaka|norio sanada	1991	compsac	ad method relat databas construct
katsumi tanaka	ktanaka-1	1573	katsumi tanaka|yoav shoham	1997	ijcai (1)	dynam theori incent multi agent system
katsumi tanaka	ktanaka-1	423	katsumi tanaka	1991	dasfaa	advanc applic futur research issu oodb
katsumi tanaka	ktanaka-1	3735	katsumi tanaka|yutaka kidawara|yuichi sugiyama	2000	systems and computers in japan	cost model copyright manag d digit content multilevel complex object
katsumi tanaka	ktanaka-1	685	katsumi tanaka	1981	fodo	tree structur data organ consecut retriev properti
katsumi tanaka	ktanaka-1	2621	katsumi tanaka|shinsuke nakajima|satoshi oyama|kazutoshi sumiya	2002	wise	context depend web bookmark usag queri
katsumi tanaka	ktanaka-1	156	katsumi tanaka	2003	c5	tea time museum croquet brows search environ digit librari
katsumi tanaka	ktanaka-1	510	katsumi tanaka|kazutoshi sumiya|reiko noda	1998	dexa	hypermedia broadcast tempor link
katsumi tanaka	ktanaka-1	3737	katsumi tanaka|kazutoshi sumiya|reiko noda	2001	systems and computers in japan	tempor link mechan hypermedia broadcast
katsumi tanaka	ktanaka-1	849	katsumi tanaka|keishi tajima|yoshiaki mizuuchi|masatsugu kitagawa	1998	hypertext	cut queri unit www netnew e mail
katsumi tanaka	ktanaka-1	405	katsumi tanaka|tae-soo chang	1989	dasfaa	altern object object orient databas
katsumi tanaka	ktanaka-1	3623	katsumi tanaka|keishi tajima|takashi sogo|sujeet pradhan	2000	new generation comput.	algebra retriev fragmentarili index video
katsumi tanaka	ktanaka-1	553	katsumi tanaka|tae-soo chang	1989	dood	natur join object orient databas
katsumi tanaka	ktanaka-1	1483	katsumi tanaka|kazutoshi sumiya|tomoaki kawaguchi|akihiro doi|kuniaki uehara	1999	icsc	scoopcast dynam video product deliveri index live video stream
katsumi tanaka	ktanaka-1	1212	katsumi tanaka|sujeet pradhan|keishi tajima	1999	icmcs, vol. 2	queri model retriev relev interv video stream
katsumi tanaka	ktanaka-1	1480	katsumi tanaka|hidenari kiyomitsu	1999	icsc	navig depend web view defin control semant unit web page
katsumi tanaka	ktanaka-1	512	katsumi tanaka|susumu kobayashi|tomomi sakanoue	1991	dexa	uncertainti manag object orient databas system
katsumi tanaka	ktanaka-1	524	katsumi tanaka|kengo koiso|kenji kawakatsu|takehisa mori	1998	dexa workshop	dynam gener virtual space increment queri formul spatial brows
katsumi tanaka	ktanaka-1	413	katsumi tanaka|kengo koiso|takahiro matsumoto	1999	dasfaa	spatial present aggreg georeferenc data
katsumi tanaka	ktanaka-1	558	katsumi tanaka|takeshi matsukura|hiroyuki kondo|yoichi hirata	2001	ds-9	discoveri semant relationship web page base web topic structur
katsumi tanaka	ktanaka-1	91	katsumi tanaka|qiang ma|chiyako matsumoto	2003	apweb	local filter search web page
katsumi tanaka	ktanaka-1	497	katsumi tanaka|chiyako matsumoto|qiang ma	2002	dexa	web inform retriev base local degre
katsumi tanaka	ktanaka-1	3990	katsumi tanaka|sujeet pradhan|keishi tajima	2001	ieee trans. knowl. data eng.	queri model synthes answer interv index video unit
katsumi tanaka	ktanaka-1	1219	katsumi tanaka|akiyo nadamoto|machiko kusahara|taeko hattori|hiroyuki kondo|kazutoshi sumiya	2000	ieee international conference on multimedia and expo (iii)	back tv inform visual interfac base tv program metaphor
katsumi tanaka	ktanaka-1	2495	katsumi tanaka|sujeet pradhan|takashi sogo|keishi tajima	2000	vdb	algebra approach retriev meaning video interv fragmentarili index video shot
katsumi tanaka	ktanaka-1	2660	katsumi tanaka|akiyo nadamoto	2003	www	compar web browser cwb brows compar web page
katsumi tanaka	ktanaka-1	401	katsumi tanaka|keishi tajima	1999	dante	techniqu discoveri logic document web
katsumi tanaka	ktanaka-1	253	katsumi tanaka|sujeet pradhan|keishi tajima	1996	codas	util prototyp object powerdomain support public author video databas
katsumi tanaka	ktanaka-1	2198	katsumi tanaka|hidenari kiyomitsu|atsunori takeuchi	2001	saint	web reconfigur spatio tempor page person rule base access
katsumi tanaka	ktanaka-1	4024	katsumi tanaka|seymour ginsburg	1986	acm trans. database syst.	comput tupl sequenc object histori
katsumi tanaka	ktanaka-1	683	katsumi tanaka|seymour ginsburg	1985	fodo	comput tupl sequenc object histori extend abstract
katsumi tanaka	ktanaka-1	3932	katsumi tanaka|seymour ginsburg	1995	theor. comput. sci.	interv queri object histori
katsumi tanaka	ktanaka-1	2531	katsumi tanaka|yahiko kambayashi|shuzo yajima	1977	vldb	relat data languag simplifi binari relat handl capabl
katsumi tanaka	ktanaka-1	2527	katsumi tanaka|seymour ginsburg	1984	vldb	interv queri object histori extend abstract
katsumi tanaka	ktanaka-1	3738	katsumi tanaka|keishi tajima|kazuya yoda	2000	systems and computers in japan	access control author cg data multipl detail level
katsumi tanaka	ktanaka-1	4155	katsumi tanaka|m. tamer ozsu|hans-jorg schek|yanchun zhang	2001	world wide web	special issu web inform system engin confer wise
katsumi tanaka	ktanaka-1	684	katsumi tanaka|richard hull|masatoshi yoshikawa	1989	fodo	behavior analysi object orient databas method structur execut tree reachabl extend abstract
katsumi tanaka	ktanaka-1	551	katsumi tanaka|michael l. brodie|francois bancilhon|craig harris|michael kifer|yoshifumi masunaga|earl d. saberdoti	1989	dood	gener databas manag system technolog panel
katsuya tanaka	ktanaka-2	3316	katsuya tanaka|naokazu nemoto|makoto takizawa	2002	inf. sci.	qualiti base synchron method multimedia object
katsuya tanaka	ktanaka-2	472	katsuya tanaka|keiji izaki|makoto takizawa	2001	dexa	inform flow control object role base access control model
katsuya tanaka	ktanaka-2	515	katsuya tanaka|hiroaki higaki|makoto takizawa	1999	dexa	object base order deliveri messag object base system
katsuya tanaka	ktanaka-2	513	katsuya tanaka|makoto takizawa	2000	dexa	protocol object base checkpoint
katsuya tanaka	ktanaka-2	514	katsuya tanaka|makoto takizawa	2001	dexa	quorum base lock protocol nest invoc method
katsuya tanaka	ktanaka-2	500	katsuya tanaka|naokazu nemoto|makoto takizawa	2000	dexa	qualiti base synchron method multimedia object
katsuya tanaka	ktanaka-2	511	katsuya tanaka|hiroaki higaki|makoto takizawa	1996	dexa	signific checkpoint distribut system
katsuya tanaka	ktanaka-2	1448	katsuya tanaka|mamoru mitsuishi|yasuyoshi yokokohji|takaaki nagao	1999	icra	remot rapid manufactur action media advanc user interfac
katsuya tanaka	ktanaka-2	447	katsuya tanaka|keiji izaki|makoto takizawa	2000	dbsec	access control model object orient system
katsuya tanaka	ktanaka-2	531	katsuya tanaka|makoto takizawa	2000	dexa workshop	quorum base replic object
katsuya tanaka	ktanaka-2	523	katsuya tanaka|hiroaki higaki|makoto takizawa	1999	dexa workshop	protocol pseudo activ replic wide area network
katsuya tanaka	ktanaka-2	532	katsuya tanaka|motokazu yokoyama|makoto takizawa	2001	dexa workshop	qo base method compens multimedia object
katsuya tanaka	ktanaka-2	1235	katsuya tanaka|keiji izaki|makoto takizawa	2001	icoin	author model base object orient concept
katsuya tanaka	ktanaka-2	1250	katsuya tanaka|makoto takizawa	2001	icoin	replica manag object base system
katsuya tanaka	ktanaka-2	1231	katsuya tanaka|keijirou arai|makoto takizawa	2002	icoin (2)	group protocol deliv request replica
katsuya tanaka	ktanaka-2	1249	katsuya tanaka|kenichi shimamura|makoto takizawa	2001	icoin	object causal order group protocol distribut multimedia system
katsuya tanaka	ktanaka-2	1251	katsuya tanaka|youhei timura|makoto takizawa	2001	icoin	causal messag object base system
katsuya tanaka	ktanaka-2	1355	katsuya tanaka|hiroaki higaki|makoto takizawa	1999	icpp workshops	protocol pseudo activ replic wide area network
katsuya tanaka	ktanaka-2	1360	katsuya tanaka|hiroaki higaki|makoto takizawa	1999	icpp workshops	checkpoint distribut object base system
katsuya tanaka	ktanaka-2	1359	katsuya tanaka|hiroaki higaki|makoto takizawa	1999	icpp workshops	quorum base protocol group commun
katsuya tanaka	ktanaka-2	1356	katsuya tanaka|michiaki katsumoto|hiroaki higaki|makoto takizawa	1999	icpp workshops	qualiti base lock mode multimedia object
katsuya tanaka	ktanaka-2	1674	katsuya tanaka|makoto takizawa	2001	isads	quorum base lock protocol replica object base system
katsuya tanaka	ktanaka-2	1759	katsuya tanaka|makoto takizawa	2000	isorc	asynchron checkpoint protocol object base system
katsuya tanaka	ktanaka-2	1760	katsuya tanaka|youhei timura|makoto takizawa	2001	isorc	group protocol object base system
katsuya tanaka	ktanaka-2	1046	katsuya tanaka|naokazu nemoto|hiroaki higaki|makoto takizawa	2000	icdcs workshop on group communications and computations	pseudo activ replic protocol reliabl replica group
katsuya tanaka	ktanaka-2	1048	katsuya tanaka|kenichi shimamura|makoto takizawa	2000	icdcs workshop on group communications and computations	group protocol exchang multimedia object group
katsuya tanaka	ktanaka-2	1049	katsuya tanaka|youhei timura|makoto takizawa	2000	icdcs workshop on group communications and computations	group commun protocol object base system
katsuya tanaka	ktanaka-2	1262	katsuya tanaka|keiji izaki|makoto takizawa	2001	icpads	inform flow control role base model distribut object
katsuya tanaka	ktanaka-2	1282	katsuya tanaka|makoto takizawa	2000	icpads	checkpoint protocol object base system
katsuya tanaka	ktanaka-2	1283	katsuya tanaka|makoto takizawa	2001	icpads	optim nest invoc replica object base system
katsuya tanaka	ktanaka-2	1284	katsuya tanaka|makoto takizawa	1996	icpads	distribut checkpoint base influenti messag
katsuya tanaka	ktanaka-2	1254	katsuya tanaka|keijirou arai|makoto takizawa	2000	icpads	group protocol quorum base replic
katsuya tanaka	ktanaka-2	1293	katsuya tanaka|motokazu yokoyama|makoto takizawa	2001	icpads	qo base method compens multimedia object
katsuya tanaka	ktanaka-2	1285	katsuya tanaka|youhei timura|makoto takizawa	2001	icpads	causal preced relat messag object base system
katsuya tanaka	ktanaka-2	548	katsuya tanaka|makoto takizawa	2001	doa	reliabl nest invoc method distribut object base system
katsuya tanaka	ktanaka-2	546	katsuya tanaka|hiroaki higaki|makoto takizawa	1999	doa	pseudo activ replic distribut object wide area network
katsuya tanaka	ktanaka-2	547	katsuya tanaka|hiroaki higaki|makoto takizawa	1999	doa	quorum base lock protocol replic object
kokichi tanaka	ktanaka-3	2540	kokichi tanaka|masaharu mizumoto|motohide umano	1977	vldb	implement fuzzi set theoret data structur system abstract
kokichi tanaka	ktanaka-3	3426	kokichi tanaka|masaharu mizumoto|jun'ichi toyoda	1969	j. comput. syst. sci.	fuzzi automata
kokichi tanaka	ktanaka-3	3417	kokichi tanaka|yoshinori ezawa|masaharu mizumoto|jun'ichi toyoda	1976	j. comput. syst. sci.	interact languag
kokichi tanaka	ktanaka-3	3083	kokichi tanaka|masaharu mizumoto	1976	information and control	properti fuzzi set type
kokichi tanaka	ktanaka-3	3084	kokichi tanaka|masaharu mizumoto	1981	information and control	fuzzi set oper
kokichi tanaka	ktanaka-3	3428	kokichi tanaka|t. tsuji|jun'ichi toyoda	1977	j. comput. syst. sci.	relat data graph properti
kokichi tanaka	ktanaka-3	3427	kokichi tanaka|masaharu mizumoto|jun'ichi toyoda	1975	j. comput. syst. sci.	variou kind automata weight
kazuyuki tanaka	ktanaka-4	1994	kazuyuki tanaka|j. inoue|d. m. titterington	2003	nnsp	loopi belief propag probabilist imag process
kazu. tanaka	ktanaka-4	3717	kazu. tanaka|tadashi morita	1997	pattern recognition letters	cluster ztp recoveri imag
kazuyuki tanaka	ktanaka-4	1390	kazuyuki tanaka|mikako ichioka	1996	icpr	statist mechan algorithm mrf model base variat principl
kazuyuki tanaka	ktanaka-4	2731	kazuyuki tanaka|naoki shioji	1990	ann. pure appl. logic	fix point theori weak order arithmet
kazuyuki tanaka	ktanaka-4	3740	kazuyuki tanaka|daiki furusato|tsuyoshi horiguchi	2003	systems and computers in japan	coupl markov random field model phase line field region field
kazuyuki tanaka	ktanaka-4	3739	kazuyuki tanaka	2005	systems and computers in japan	automat hyperparamet estim probabilist imag restor algorithm base gibb microcanon distribut
kazuyuki tanaka	ktanaka-4	2732	kazuyuki tanaka	1991	ann. pure appl. logic	weak axiom determinaci subsystem analysi ii sigma game
kazuyuki tanaka	ktanaka-4	2733	kazuyuki tanaka	1997	ann. pure appl. logic	embed theorem wkl standard method
keisuke tanaka	ktanaka-5	3277	keisuke tanaka|tetsuro nishino|robert beals	1996	inf. process. lett.	negat limit circuit complex symmetr function
keisuke tanaka	ktanaka-5	2448	keisuke tanaka|tetsuro nishino	1994	stoc	complex negat limit boolean network
keisuke tanaka	ktanaka-5	3110	keisuke tanaka|tetsuro nishino	1995	ieice transactions	negat limit circuit complex cliqu function
keisuke tanaka	ktanaka-5	309	keisuke tanaka|tatsuaki okamoto|shigenori uchiyama	2000	crypto	quantum public kei cryptosystem
keisuke tanaka	ktanaka-5	309	keisuke tanaka|tatsuaki okamoto|shigenori uchiyama	2000	crypto	quantum public kei cryptosystem
keisuke tanaka	ktanaka-5	3276	keisuke tanaka|shao chin sung	2002	inf. process. lett.	exponenti gap remov negat gate
keisuke tanaka	ktanaka-5	1671	keisuke tanaka|shao chin sung	2003	isaac	limit negat bound depth circuit extens markov s theorem
keisuke tanaka	ktanaka-5	3276	keisuke tanaka|shao chin sung	2002	inf. process. lett.	exponenti gap remov negat gate
keisuke tanaka	ktanaka-5	309	keisuke tanaka|tatsuaki okamoto|shigenori uchiyama	2000	crypto	quantum public kei cryptosystem
keisuke tanaka	ktanaka-5	3622	keisuke tanaka	2003	new generation comput.	quantum bit commit small storag base quantum wai permut
keisuke tanaka	ktanaka-5	2430	keisuke tanaka|robert beals|tetsuro nishino	1995	stoc	complex negat limit circuit
keisuke tanaka	ktanaka-5	3277	keisuke tanaka|tetsuro nishino|robert beals	1996	inf. process. lett.	negat limit circuit complex symmetr function
keisuke tanaka	ktanaka-5	3744	keisuke tanaka|robert beals|tetsuro nishino	1998	siam j. comput.	complex negat limit boolean network
keisuke tanaka	ktanaka-5	1664	keisuke tanaka|magnus m. halldorsson	1996	isaac	approxim special case common subtre edit distanc
keisuke tanaka	ktanaka-5	2086	keisuke tanaka|ryotaro hayashi|tatsuaki okamoto	2004	public key cryptography	rsa famili trap door permut common domain applic
keisuke tanaka	ktanaka-5	1664	keisuke tanaka|magnus m. halldorsson	1996	isaac	approxim special case common subtre edit distanc
kiyoshi tanaka	ktanaka-6	647	kiyoshi tanaka|hernan e. aguirre	2003	evoworkshops	genet algorithm nk landscap effect select drift mutat recombin
kiyoshi tanaka	ktanaka-6	598	kiyoshi tanaka|hernan e. aguirre|tatsuo sugimura|shinjiro oshita	2001	emo	halfton imag gener improv multiobject genet algorithm
kiyoshi tanaka	ktanaka-6	2142	kiyoshi tanaka|hernan e. aguirre	2002	ppsn	parallel vari mutat determinist adapt ga
kiyoshi tanaka	ktanaka-6	738	kiyoshi tanaka|hernan e. aguirre|tatsuo sugimura	1999	gecco	cooper crossov mutat oper genet algorithm
kiyoshi tanaka	ktanaka-6	647	kiyoshi tanaka|hernan e. aguirre	2003	evoworkshops	genet algorithm nk landscap effect select drift mutat recombin
kiyoshi tanaka	ktanaka-6	598	kiyoshi tanaka|hernan e. aguirre|tatsuo sugimura|shinjiro oshita	2001	emo	halfton imag gener improv multiobject genet algorithm
kiyoshi tanaka	ktanaka-6	2142	kiyoshi tanaka|hernan e. aguirre	2002	ppsn	parallel vari mutat determinist adapt ga
kiyoshi tanaka	ktanaka-6	743	kiyoshi tanaka|manabu ichikawa|shoji kondo|koji hiroshima|kazuo ichikawa|shoko tanabe|kiichiro fukami	2003	gecco	web page color modif barrier free color vision genet algorithm
kiyoshi tanaka	ktanaka-6	748	kiyoshi tanaka|emi myodo|hernan e. aguirre	2003	gecco	improv imag halfton techniqu ga concurr inter block evalu
kazuaki tanaka	ktanaka-7	1463	kazuaki tanaka|norihiro abe|hirokazu taki	1999	icra	understand mechan assembl instruct manual integr vision languag process simul
kazuaki tanaka	ktanaka-7	1106	kazuaki tanaka|yasuhiro watanabe|norihiro abe|hirokazu taki|yoshimasu kinoshita|akira yokota	2001	ichim (1)	surfac model gener relic slice imag approach automat restor
